Company_ID,Sector,ROIC_Avg,Interest_Coverage_Ratio,State_Subsidies_Millions,Debt_to_Equity,Is_Zombie
Corp_0,Manufacturing,0.06891892079165342,3.816674953170495,5.272033997827725,1.5885805707221723,0
Corp_1,State_Subsidized,0.03876047834392644,0.47338123616948447,414.0999962210787,2.249205246611494,1
Corp_2,State_Subsidized,0.012293063012011201,0.03575105832331704,360.4292725741218,3.81763165368125,1
Corp_3,Manufacturing,0.10578463198128339,4.099956536159878,0.7954417244710226,0.5392361966322293,0
Corp_4,Manufacturing,0.06726312238510959,3.5767064432190723,5.786605417269464,0.5429473475814233,0
Corp_5,Manufacturing,0.07834589925572832,5.896087170443605,5.303760267983732,1.7368053743187815,0
Corp_6,Tech,0.04863030457243562,4.410303396845596,40.04707759693899,0.1,0
Corp_7,Services,0.14921800769656707,3.401672787156875,2.66845896606032,0.9011947961069149,0
Corp_8,Tech,-0.006978899034363342,3.4432034533012104,14.47987307233463,1.0224703648487363,0
Corp_9,Services,0.07679938076637041,3.3750276892469704,0.7643881493058613,1.5198848887795662,0
Corp_10,Services,-0.032830183907475774,4.024726642225234,7.0213665053242575,1.9194032241803658,0
Corp_11,Manufacturing,0.09911453363042436,4.284302666282892,6.1767256925895255,1.3938868807227378,0
Corp_12,Services,0.045750713440592713,2.358127044462604,6.235401574533115,1.4975839941056592,0
Corp_13,Services,0.10532799445795243,2.8366833232738555,6.970964257780801,1.0507359401298149,0
Corp_14,Manufacturing,0.05990018923705887,3.916234797787394,40.293695772994916,0.19827288431279028,0
Corp_15,State_Subsidized,0.01639224585115713,0.5277790256227497,337.3131986279111,2.8230593990115738,1
Corp_16,Services,0.153080576486675,3.002989403429693,3.0584756061759326,1.8418862524964525,0
Corp_17,Manufacturing,0.05872093894279502,1.15497658546121,17.43251414371488,1.5158708306479642,0
Corp_18,Tech,0.14001960259415,2.4605105101946827,8.135607281159555,2.5916329166237304,0
Corp_19,Services,0.1138176228070222,3.050236130317736,5.515355892454881,0.7435317791880658,0
Corp_20,Manufacturing,0.10039024299043718,2.9646690876339057,0.26896510464316686,1.5593483016485288,0
Corp_21,Manufacturing,0.05359697906834162,4.819661125288273,10.921967754623607,0.8319209052214491,0
Corp_22,Tech,0.07877877047747164,2.9585743467579824,6.444554568395661,2.3739136484249874,0
Corp_23,Manufacturing,0.10439550452525341,2.8528667878882032,1.4849320584956158,1.4945753510746989,0
Corp_24,Manufacturing,0.13854695897079394,4.463656198973848,31.2482292513669,1.4682852250529164,0
Corp_25,State_Subsidized,-0.002337097451898745,1.026904975502851,124.68730949764492,2.808747606897736,1
Corp_26,State_Subsidized,-0.008230214749819508,0.6977091164136637,388.7198104302353,3.251354804644542,1
Corp_27,Services,0.03362327131780662,4.752669038752654,9.212187951681468,2.031190601778093,0
Corp_28,State_Subsidized,-0.00020775646994545372,0.5547571050009787,295.3729294934632,2.6999285824624297,1
Corp_29,Tech,0.10980776519919032,2.737900047881172,5.359405222481647,0.8620141625494099,0
Corp_30,Tech,0.10375816447742593,2.01547166976456,0.42940929857784754,1.0551503932816562,0
Corp_31,Services,0.1037206698610001,4.373893557034103,5.63988173223196,0.9081761858982736,0
Corp_32,State_Subsidized,0.0160349930392202,0.5219294451188229,211.9052511701395,2.0650100280491244,1
Corp_33,Tech,0.11141725452489147,2.690987064010749,3.7613458680868987,0.8243327785049087,0
Corp_34,Tech,0.1033954296524393,3.1009466771618444,1.9877465897718225,0.6455887355826528,0
Corp_35,State_Subsidized,0.001481160308848409,0.12279893674619236,287.45046819340195,4.226933290010451,1
Corp_36,Tech,0.06541304065652458,3.7496198375703154,2.684199796066215,1.3130941683038158,0
Corp_37,Services,0.13268998937763107,4.417541462594635,2.1636409861998023,1.0601680763342438,0
Corp_38,Manufacturing,0.06873324871599537,3.764051262500858,18.264055095126775,1.886102343019332,0
Corp_39,Manufacturing,0.11415135609464012,3.9286540246619874,0.007170072651157889,0.5396953254415631,0
Corp_40,Manufacturing,0.06292491481382159,3.050729549716643,3.627241004700039,0.5805574205025328,0
Corp_41,State_Subsidized,0.015788130079174612,0.6060126131584765,237.47971075812305,3.5027249449081665,1
Corp_42,Manufacturing,0.11663657902450617,4.681126974053364,25.147925183285583,1.3633571345828328,0
Corp_43,State_Subsidized,0.010143805213623574,0.24989506123184102,220.53974034435547,2.4603889992239845,1
Corp_44,Tech,0.099022323290996,1.9030244893810513,14.521148552209334,0.6758822207848416,0
Corp_45,State_Subsidized,-0.01777670295101302,0.5547153066474592,434.89563640073817,4.528642334583912,1
Corp_46,Manufacturing,0.11788735290583663,3.2281898517689287,1.8000628475934999,0.5342200599247958,0
Corp_47,Services,0.057027544010422086,2.3724703618128506,0.11580870111897214,0.794837605720477,0
Corp_48,Tech,0.09769240186982042,4.558571567334043,0.7544930201159602,0.1,0
Corp_49,State_Subsidized,-0.0028000219242938253,0.6577015299253356,263.98189497333107,2.4579852479285544,1
Corp_50,Services,0.03166652426292783,2.851400671019808,6.907059502754727,1.1169052940692128,0
Corp_51,Services,0.1576010222988357,5.052628064027486,6.9143276837849905,0.6142032726084888,0
Corp_52,Tech,0.07672850890290957,2.3560280644523113,13.239856637089188,0.9785030830302475,0
Corp_53,Manufacturing,0.06289366385815973,1.129783970546925,0.18643806414974157,1.3719910722637376,0
Corp_54,State_Subsidized,-0.0020974659497867035,0.47371045104723714,97.97917976800608,2.4348020574255043,1
Corp_55,Manufacturing,0.05109078967963145,2.8275343902438888,16.3198124202054,1.1137109840782855,0
Corp_56,Manufacturing,0.077813933449994,3.6476077913018763,6.637108411444269,1.2724247427422173,0
Corp_57,Services,-0.020192415141671263,4.12975861671349,2.2735458163114934,0.1,0
Corp_58,Manufacturing,0.10110976106760701,2.70421024303035,2.9377725878449863,1.3971531257694108,0
Corp_59,Manufacturing,0.02323304092673346,4.276908979596173,0.15775596278102763,1.0601973689328994,0
Corp_60,Tech,0.011706990175436895,4.101074118135726,5.047308339832569,1.8033752798507896,0
Corp_61,Tech,0.14052162566003495,2.599429674823401,6.7421002761363535,1.589983676830406,0
Corp_62,Services,0.11559985493440073,5.6165224432634995,19.130634346279503,1.6547120274058287,0
Corp_63,State_Subsidized,-0.016339003810992,0.6509098346620134,420.6677883313831,5.196278118480287,1
Corp_64,Tech,0.13554689464129333,3.353644801520718,2.4484502035448976,1.8544152386549877,0
Corp_65,Tech,0.10813789403883672,4.493914407197974,8.516406650184013,0.30937439446281173,0
Corp_66,Services,0.08527327571161059,3.1574219746893717,13.409767501287517,2.0543514201101294,0
Corp_67,Tech,0.0844766760535871,3.389269204746588,17.505923262785977,1.0099651626741477,0
Corp_68,Services,0.050615498927412836,2.966496426075789,2.533635914784393,0.1,0
Corp_69,Manufacturing,0.07231061252228795,3.8999651597388247,16.542195644479186,1.422376071701637,0
Corp_70,State_Subsidized,-0.0357442613551329,0.17919038343471133,278.727187528235,4.577195997874451,1
Corp_71,Services,0.08530371299959102,4.0987232665607305,4.8159660572638,1.4448511890747542,0
Corp_72,Services,0.060959240550594845,3.6038743936233573,4.034251629427579,0.888879426051769,0
Corp_73,Services,0.11049938539867976,4.539436953692943,14.04497671396833,1.4663837112725908,0
Corp_74,Tech,0.09970227334091528,4.822037772449833,10.421107311239089,1.3126196896804834,0
Corp_75,Tech,0.04884410953782957,3.8174820595547723,1.7670678710608356,1.1717598407495087,0
Corp_76,Manufacturing,0.07465322295102371,3.8485463344566067,15.682666451668647,1.0530870712546305,0
Corp_77,Manufacturing,0.04369190943544601,2.7694122817232665,22.683495865443543,1.7988679246872752,0
Corp_78,Tech,0.16246460396103027,1.7605940154310047,5.543752800411245,1.3489616049529904,0
Corp_79,Services,0.11106540153819634,3.871843505423195,22.68705010607009,0.8134625418518876,0
Corp_80,Tech,0.04959663599456552,4.7292796275642495,23.150654986734786,0.8319660539358015,0
Corp_81,Tech,0.08996480516732096,4.373409853522528,0.6288443941155074,1.586948942253708,0
Corp_82,Services,0.1497911001452662,3.1483434306362876,2.4574419048004223,1.0468436004852704,0
Corp_83,Manufacturing,0.10173062608510328,2.348398155076225,7.936172412681705,1.0121810948327787,0
Corp_84,Manufacturing,0.09076555396490796,3.3878407847367216,0.17230621533942864,1.798522423166959,0
Corp_85,Services,0.10247157950489826,4.125809186329379,3.8486682551123694,0.7458565924666997,0
Corp_86,Services,0.048289909698078504,3.1796066184267,29.961626241295665,0.7247129093049052,0
Corp_87,Tech,0.11071120922060941,4.343966639287993,3.0473014488455226,1.393175038418581,0
Corp_88,Manufacturing,0.04014034897795363,4.016441940392167,11.80795850775187,1.2058582863975296,0
Corp_89,Tech,0.1050371251894359,2.0940073682098013,2.8633728315077986,1.0839456883044887,0
Corp_90,Manufacturing,0.1471907426763842,2.5840968957221615,2.8159030093642445,1.753363735635383,0
Corp_91,Manufacturing,0.08434489165028959,3.2085751279755326,9.616939747543341,0.864111992459821,0
Corp_92,Manufacturing,0.11365638516657887,5.777284917385597,2.118659628640209,0.36600911213004417,0
Corp_93,Services,0.06406080488837007,3.928003861042562,2.986552067439583,1.144240038029368,0
Corp_94,Manufacturing,0.10553424355639897,4.7383837993298,5.590297378619288,0.9264739586151641,0
Corp_95,Services,0.04998849738872167,2.706873199373114,7.42756359891739,1.9102473497692096,0
Corp_96,Services,-0.010706500829043956,2.20749825727455,1.8222941957303276,1.588345151752312,0
Corp_97,Manufacturing,0.095731716282718,3.263965672091832,2.5503234488997477,1.1519388385218416,0
Corp_98,Tech,0.11508241537999915,4.004492369245513,0.8688097068311053,0.8999304803235824,0
Corp_99,Manufacturing,0.07633130751397213,3.953835938062049,3.107292900704171,1.4719839384872941,0
Corp_100,Tech,0.06163603419303109,3.2762492644879986,33.41725694821373,0.9449305658990818,0
Corp_101,Manufacturing,0.08521046377125778,5.019123549280746,12.274240907739498,1.1524640866397073,0
Corp_102,Services,0.1085165463573787,4.123227823910619,0.8867584548843164,1.4474031704153618,0
Corp_103,Manufacturing,0.1497015001008494,2.7042399990938386,7.219982177703274,1.2601626300101874,0
Corp_104,Tech,0.12656160742774622,6.439314392072922,2.4218968525066837,1.0497999005577396,0
Corp_105,Services,0.1154153096932507,4.4049213949523605,4.546144623419209,0.5113224967743265,0
Corp_106,Services,0.05737072345857525,3.2873105391075987,2.114865063754391,1.875904809910835,0
Corp_107,Services,0.06521803580710103,3.7353084073456184,11.93608508997961,1.5769519561137397,0
Corp_108,Services,-0.010428619151513262,3.65021369715738,5.472544884950104,0.5702525138197346,0
Corp_109,Tech,0.08323436246708775,1.2965431636422524,4.034117365339664,1.1702571408580178,0
Corp_110,Tech,0.09816628114827075,2.826465376372457,0.11494070880088847,0.6116351872476266,0
Corp_111,Services,0.1594216965585269,4.189574514280179,5.56161556463952,1.6060739516266853,0
Corp_112,Manufacturing,-0.02824479692891368,3.9379747650444603,0.014271386010498911,0.8064675610792315,0
Corp_113,Tech,0.07575505240506965,4.253388357297807,5.65262407174598,1.224836378442896,0
Corp_114,Manufacturing,0.03276153536068231,3.854703888505532,7.620772031063895,0.9976227435205526,0
Corp_115,Services,0.08434014792842029,6.110044054508688,5.108411466736388,2.3189037750231685,0
Corp_116,Manufacturing,0.06015917838421759,3.1859091212693142,15.139696004588213,1.4054581991919306,0
Corp_117,Tech,0.1809074805041516,3.1846661000002703,4.412420151376655,1.8649697363400746,0
Corp_118,Services,0.14373692621821849,3.1741807531591384,32.55097274526442,1.1337603921701964,0
Corp_119,Services,0.09762488565115937,2.963928325347846,7.037589513100364,1.3863861877715247,0
Corp_120,Manufacturing,0.09434248276937421,7.11138651014337,2.9242584417175137,1.708165411428509,0
Corp_121,Manufacturing,-0.0034136269031910392,3.2562704214029456,12.109407401743736,0.941663829732463,0
Corp_122,Services,0.09056622652628049,3.506642262146167,34.99674004872898,0.9561668381400241,0
Corp_123,Services,0.07283593715723127,5.045574394119518,49.18325639020461,2.5840770216511557,0
Corp_124,Services,0.11794927199131629,2.9323776355282556,3.2913102743066984,0.8176229517643814,0
Corp_125,Tech,0.06040175225504193,5.7593664891223275,23.81238661176571,0.12356466378327581,0
Corp_126,Services,0.045574809102625936,4.003111056692252,3.7060262196343676,0.9501947025353937,0
Corp_127,Services,0.13502275092038152,3.0850829933848507,3.28905129116697,0.7386819285847466,0
Corp_128,Services,0.06261134516291314,4.083748720734702,0.4327016287425765,1.6175521676345574,0
Corp_129,Manufacturing,0.0985848659032764,3.7797627450410274,0.8137904471298307,0.9413570821054591,0
Corp_130,Services,0.11363171865908271,4.368240531077677,7.189496590078089,0.21496654038278887,0
Corp_131,Tech,0.16789272203185668,2.7930613220888794,4.597220033988138,0.1,0
Corp_132,Tech,0.09161385459561162,3.093420298324435,0.6565355854560316,2.0952853998549124,0
Corp_133,State_Subsidized,0.026412886384984638,0.7941981164477669,374.66555391964596,3.9138716365507173,1
Corp_134,State_Subsidized,0.003565243367331987,0.92050325598159,367.8348360202894,1.828809672415301,1
Corp_135,Services,0.13852555815605463,2.810495380727313,8.148763400777085,1.1625380413766966,0
Corp_136,State_Subsidized,0.0016625229951520465,0.7771976647632806,307.95802773812756,4.142626414829803,1
Corp_137,Services,0.0961388674590319,4.11438121660768,6.695129856163157,1.366685219762117,0
Corp_138,Tech,0.14676156780361202,2.6118912799681326,10.771770305895835,1.2598957689394337,0
Corp_139,Tech,0.0308250079408297,4.379362365572111,11.910948463399409,1.440200524741026,0
Corp_140,Manufacturing,0.1142038899200607,3.8685694458325774,2.5953052220818984,1.1824023294396064,0
Corp_141,Services,-0.04488806699342386,1.543449681042979,0.45770303504258353,1.46091965894266,0
Corp_142,State_Subsidized,0.019680358273000395,0.7104726524240594,208.79682580452751,2.708078743202372,1
Corp_143,State_Subsidized,0.025043758604242353,1.1706808495249676,290.84339122833177,3.3733098681406157,1
Corp_144,Manufacturing,0.11098067761903059,3.0505802917175338,24.20505983181184,0.885782292027434,0
Corp_145,Services,0.10023424090976965,3.620532437118305,1.9315882105466378,0.20903160287885705,0
Corp_146,Services,0.08672181618016539,2.1455287273647636,7.187202044495586,0.7923679253540296,0
