Date,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29,Asset_30,Asset_31,Asset_32,Asset_33,Asset_34,Asset_35,Asset_36,Asset_37,Asset_38,Asset_39,Asset_40,Asset_41,Asset_42,Asset_43,Asset_44,Asset_45,Asset_46,Asset_47,Asset_48,Asset_49,Asset_50
2020-01-01,99.86589206840578,98.60013567533854,99.68789687053625,99.70213989448152,99.37562906863616,100.13921925754343,99.32042336256252,99.69657006817087,98.62000935491248,99.29434792470191,99.4654584811624,99.40491842692825,99.60139056224129,99.6032391302578,99.02344736201852,99.33714737327732,99.99414562324924,99.46600298355612,100.10613545348647,98.64802291092877,99.95787023923883,99.36493001313539,99.52386644837661,100.36938298234617,100.05231031117641,99.71598914267308,99.18103049382705,99.74337823928356,98.90421760819254,99.5235849827429,99.96555617122841,100.45588249111867,99.93398885344772,98.82574066384326,98.94740849735292,98.83913284702848,100.47478615897757,99.19604012772464,99.086020821917,98.73893141137337,98.82286242759191,98.95548077281506,98.95772470682537,99.35858246598143,99.10044636006549,98.7816772931924,99.02828976757205,99.89669281421808,99.05548723744964,99.84731288671655
2020-01-02,99.250267737578,98.41874063940155,100.14417495686614,99.19600872254108,99.18729261885375,99.13494509014562,99.4550138462973,99.63861257658955,97.99425428409707,99.28471862494408,98.61845052308014,99.37628962365613,99.60522127883112,99.40595624529728,98.66200619119458,98.9859391424079,100.21893778074293,99.10812768919762,100.17144399593118,97.40963798284568,100.07187545474885,99.1614922502289,99.1220023181022,100.2912676092929,99.64864113926156,99.17555107481053,97.84134872530389,100.0182922831516,98.52566211590955,98.74238281307832,99.2856882311758,99.7199969775776,99.43227574822153,98.11464717119803,98.3499274714069,98.5405047769484,99.29253094585442,100.16290164157175,98.85638498517899,99.2887590690395,98.65759385270866,98.82430131971518,98.98539278411629,99.3858749040181,99.37040421774384,99.11273379923996,98.97693625197583,100.13980456097056,98.47154244698383,99.23264900487302
2020-01-03,98.52996741671906,96.4812358972182,98.09005580817846,96.8524405421032,97.37775308248561,97.82913038324581,98.05326514718708,98.2507728498421,96.19536369320821,97.1064330659683,97.05541884743934,97.55003407291838,97.18636020852712,97.80034103091478,98.07774240790438,97.84274228433945,98.98736145542492,98.02447731500148,98.61220402028304,96.0360568937909,98.23482603755325,97.9292167396272,97.22216120141154,98.62029540169826,98.35013289503728,97.0119389382965,95.75337436927838,98.388673895405,97.35631451152926,96.47709696077933,97.40745478526756,97.7626835364402,97.51305493376465,96.67377296755146,97.13257243430391,96.40563880533439,96.97446860213496,98.84815147029965,96.80629778173892,98.06766866461683,96.67044135364839,97.73158345993393,98.14812587401939,97.58729880187339,97.73633648209281,97.57948849854961,97.49582617594514,98.02925986106895,96.97603993564871,97.40023958401312
2020-01-04,99.25105791928202,97.98506804436181,98.77851111991943,97.23433761961485,98.30346361595953,98.60699061563109,98.93687551520274,99.44545331116123,96.50261604610975,97.88189964524855,98.70074512060225,98.97950816904212,98.21132857620827,98.35243793719309,98.69769375015547,98.58184945831756,99.8938648219175,97.95232673057723,100.11552274075255,96.8953484455007,98.23099420858823,98.4395487137571,98.88678072794657,99.06955765326383,98.81712055377943,99.36682854245488,96.97372276512645,98.98731677132852,98.3158175394125,96.69709320436631,98.65646203720003,99.26332344497357,98.81592249560832,97.31293196000283,98.20515332375284,97.5749064964315,97.85348261041925,99.70470863610569,97.3589944983329,98.95983422855753,97.52876041161905,99.44795894373316,98.26042880535402,98.1483486931498,98.43118782158598,98.82969924368973,99.01391639665627,99.2782901769939,98.30150887832943,98.47267854077089
2020-01-05,99.14156696139919,96.55605041919077,98.53656329823876,97.77578186682669,97.71503559485207,98.32994524285242,97.97552357584672,98.41944401665071,96.00341159303751,97.29309938343155,98.32207258908603,98.38738629103389,97.11368823063601,97.85348350746598,99.01707701587205,97.21015938483735,98.12920555362724,97.09742268186237,99.68487686321548,96.09637224836523,97.34317947045822,97.34681967721278,98.93701399826705,98.89148427446595,98.72106731433765,98.10612871293361,96.86000514781838,98.74362494012416,98.21293451737748,97.07544713091252,97.92001424583052,99.03239995040182,97.27913251165262,97.19645232710413,97.26702242688705,96.99554425514432,98.84177699506147,98.50313949526208,97.076767968977,98.10479031020691,97.39500226497255,98.63426534592072,97.73218576307798,97.2248592074125,97.34754769353026,99.27409566319277,98.1061759532837,98.90920886084277,97.29611877187114,98.37421608974161
2020-01-06,98.02388942477863,95.46864117188049,97.91648967699064,97.25545137607703,97.3140013571321,97.4384561031506,96.36530284237999,97.68454895628741,95.12790284189637,96.8135652527169,98.49964057341751,97.06420154946986,95.52255193452086,96.67794032994749,97.28205809115651,96.40656893182475,97.186258304902,96.3194352944425,98.99883979993798,95.901313246135,96.49262949924639,96.50492458789596,98.51085070603548,97.78254541927649,96.88199718181419,96.84910015860397,96.52244123088721,98.0766952978411,97.50674138232223,95.94871299652343,97.76703296133566,97.97456684424351,96.79573275440109,96.24632705041714,96.65698181579423,96.2270388822034,98.06596305895506,97.38431428561465,96.12790790174726,97.09987784043636,95.82197698803856,97.8048830355792,97.27314311878474,96.5140435049121,96.47325463894838,97.79417733275308,97.43079572558962,96.7775360410061,95.70682519001338,97.2816007135399
2020-01-07,98.51643432983917,95.57818370569917,97.17199571432076,97.93533801224508,97.4106765316448,97.32750232459985,95.10381217366391,97.78284716382906,94.75989502422519,97.16410189863745,98.2386563326784,97.5931227775562,95.50785056209942,96.67586653104638,97.20428541194039,96.09677039071126,96.38641463914654,97.44488806664087,99.07895823595787,96.33951659335735,95.82714769858426,95.9382196190413,98.50467565208123,97.92631178867217,96.63126554369728,96.53248592186013,97.3194767788729,98.1242208726125,97.97261450091517,95.89031507559044,98.23854735243482,97.37741404957248,96.43338357554364,96.31885001109798,96.32103851675862,95.88676840703296,98.51748618428739,97.65068955604254,96.77839360229422,97.00795431849753,96.33277513904947,98.03771143244605,96.99460211028853,95.95619873289934,96.20076850736751,97.99534392649485,97.32868686391578,96.46117658502781,95.86645184492113,97.74774728974586
2020-01-08,98.56114318746958,95.50286737154904,97.67519623581778,97.84092294108038,97.10610916858688,97.18706399574056,94.8900070221966,98.24867524423287,94.32925201793077,97.04850088797971,98.7517710522184,97.68425146420905,96.11152590409601,96.13413424987198,97.41761899893226,95.67119113093158,96.29014252734417,97.27010364144519,98.54094275415237,96.04650095894596,95.80877744388474,95.1974112719206,98.1466796555601,98.71623094407252,98.67660025131302,96.3000331744436,97.53261619110444,98.28268255032853,97.40355515308823,96.6843886115703,97.98812717746908,97.20864417441214,96.23888914650244,97.70332022998205,96.68945627558266,95.06480751818573,98.19135687456566,97.79949609907794,97.08958780796368,96.2827762999271,96.64232101625363,98.88890552891169,96.74177339599012,95.60481072991871,96.21955116990885,96.64708464894079,97.33690373264847,97.02994047641053,95.61512890365654,98.47679795871652
2020-01-09,96.35673933228036,93.57205382953059,95.53577010738353,95.71147590820195,95.42197107861118,94.90301807901467,92.7291756622692,95.77450223820509,92.42339435562752,94.915347209386,96.31821001729618,95.81968787433517,94.21243042942586,93.69919058262694,95.05014725770114,92.87043012718199,94.27799058539328,94.98423614500025,96.15270371610629,93.08850449757597,93.43516200050442,92.51760007890428,95.89159498274643,96.56053019596831,96.12253001754817,94.51498625844998,95.39285089157484,96.17530126059546,94.72347390104801,94.31868603562347,96.39062537926341,95.50474850156986,94.07897051207411,95.03002125500196,94.19070836547938,92.7832779107126,96.89797160962404,95.91747285311072,94.1555334549351,94.45642299255132,94.57948517221145,96.77730233565275,94.30522660684338,93.58952011513726,93.49117230945255,95.0296082323068,95.03950513555482,94.98849754750444,93.19492152516365,95.57798655182694
2020-01-10,96.3341149653463,94.16646803437483,95.75866336964528,96.17841862543719,96.09596318194599,94.74549989395257,92.64753048668996,96.59997966463135,92.87910819498735,95.08104463155806,97.20120807324035,96.13785054916393,94.225824410127,93.75055187583649,95.71133702461985,92.96660516664467,94.44836183141072,95.0906263509304,95.3941466087462,93.55734295662656,93.86273865326491,92.89564917664205,96.48445735308223,96.53733024544269,96.821168677554,94.87354910702052,95.63464770843012,96.8627709947596,95.40293939742088,95.20739169923546,96.73820586905485,96.12619750743261,94.05466239971216,95.9679793108541,94.84939979965426,92.53833243232864,97.7479941301101,96.00512085369337,94.63051295189587,95.61019839303891,94.96235457494623,97.37162613271502,94.63620914738527,94.0914665639577,94.01261207381407,95.54780196642149,96.08649143220617,95.15124723067245,93.72681988808739,95.7710014893988
