timestamp,order_id,event_type,side,price,size
2025-01-01 09:30:00.022,eb819333,1,Ask,150.07,256
2025-01-01 09:30:00.047,b5011c18,1,Bid,149.98,217
2025-01-01 09:30:00.063,2cb9d946,1,Bid,149.98,240
2025-01-01 09:30:00.082,10c2b4a1,1,Bid,149.99,170
2025-01-01 09:30:00.095,1f3a8b13,2,Bid,149.98,44
2025-01-01 09:30:00.108,7ae6b7f0,1,Bid,149.95,191
2025-01-01 09:30:00.118,2a30e96f,1,Bid,149.99,124
2025-01-01 09:30:00.129,5d71f146,1,Ask,150.02,23
2025-01-01 09:30:00.140,97dbddc7,1,Bid,149.9,18
2025-01-01 09:30:00.158,4ebe94fb,1,Bid,149.91,62
2025-01-01 09:30:00.169,6705ef36,1,Bid,149.97,199
2025-01-01 09:30:00.185,0a292c1b,1,Bid,149.98,69
2025-01-01 09:30:00.196,69600d17,1,Ask,150.01,194
2025-01-01 09:30:00.208,7972c35d,1,Bid,149.89,36
2025-01-01 09:30:00.223,80be98e8,3,Ask,150.01,81
2025-01-01 09:30:00.233,97a99476,1,Ask,150.07,55
2025-01-01 09:30:00.248,df124bdb,1,Ask,150.0,35
2025-01-01 09:30:00.262,9fb721cb,1,Bid,149.98,30
2025-01-01 09:30:00.280,14fbab2b,1,Ask,150.01,36
2025-01-01 09:30:00.294,bab4bece,2,Ask,150.02,11
2025-01-01 09:30:00.307,2bde8902,3,Ask,150.0,35
2025-01-01 09:30:00.317,d7ca6ae5,1,Ask,150.02,585
2025-01-01 09:30:00.333,5b3d594f,1,Ask,150.05,840
2025-01-01 09:30:00.344,c1196dd4,1,Bid,150.0,51
2025-01-01 09:30:00.359,1eeb3139,2,Ask,150.05,117
2025-01-01 09:30:00.374,0c4ae4e2,1,Ask,150.05,302
2025-01-01 09:30:00.396,b1f72e18,1,Ask,150.02,83
2025-01-01 09:30:00.423,2495d27f,1,Ask,150.01,67
2025-01-01 09:30:00.435,0a933080,1,Bid,149.87,95
2025-01-01 09:30:00.446,03de0f6f,1,Ask,150.06,103
2025-01-01 09:30:00.459,4b54ae1f,1,Ask,150.02,85
2025-01-01 09:30:00.476,feb4aa01,1,Bid,149.94,125
2025-01-01 09:30:00.500,7ff95af7,1,Bid,149.98,333
2025-01-01 09:30:00.513,a0fd334a,1,Ask,150.02,912
2025-01-01 09:30:00.529,554a9e69,1,Bid,149.91,27
2025-01-01 09:30:00.540,c2e39751,3,Ask,150.01,216
2025-01-01 09:30:00.551,db17724f,3,Ask,150.02,78
2025-01-01 09:30:00.569,cb5e6bbc,3,Ask,150.02,105
2025-01-01 09:30:00.579,ea5200e0,1,Ask,150.05,147
2025-01-01 09:30:00.596,d16d7bb0,1,Bid,150.0,161
2025-01-01 09:30:00.617,957a5f19,1,Ask,150.03,74
2025-01-01 09:30:00.627,d5cef23f,3,Ask,150.02,119
2025-01-01 09:30:00.639,a2f03644,3,Ask,150.02,71
2025-01-01 09:30:00.650,8222e375,2,Bid,149.97,199
2025-01-01 09:30:00.674,d8338d12,1,Ask,150.15,106
2025-01-01 09:30:00.685,fb90c449,3,Ask,150.02,617
2025-01-01 09:30:00.695,b61925ff,1,Ask,150.2,189
2025-01-01 09:30:00.718,65a58ccb,3,Ask,150.02,317
2025-01-01 09:30:00.732,5f619e23,3,Ask,150.02,12
2025-01-01 09:30:00.743,797f65ee,1,Ask,150.25,225
2025-01-01 09:30:00.766,c89a17f6,3,Ask,150.02,85
2025-01-01 09:30:00.778,8f21d525,1,Ask,150.25,122
2025-01-01 09:30:00.793,ca57c0e0,2,Bid,149.89,36
2025-01-01 09:30:00.803,ee5bfbb8,3,Ask,150.02,273
2025-01-01 09:30:00.814,e2614dd3,2,Ask,150.06,24
2025-01-01 09:30:00.828,d0a93dff,3,Ask,150.03,74
2025-01-01 09:30:00.838,6907bb03,1,Ask,150.28,227
2025-01-01 09:30:00.848,3c961fe9,1,Ask,150.28,22
2025-01-01 09:30:00.865,011d5172,1,Ask,150.3,377
2025-01-01 09:30:00.877,065b470a,1,Ask,150.3,55
2025-01-01 09:30:00.894,43b5f811,2,Ask,150.2,148
2025-01-01 09:30:00.904,464f2fc5,3,Ask,150.05,54
2025-01-01 09:30:00.918,9f08fc2e,3,Ask,150.05,374
2025-01-01 09:30:00.929,7b32ddb0,2,Bid,149.9,18
2025-01-01 09:30:00.940,bdd95c9d,3,Ask,150.05,293
2025-01-01 09:30:00.955,a4108b6d,1,Ask,150.37,32
2025-01-01 09:30:00.966,82850a8c,1,Ask,150.38,66
2025-01-01 09:30:00.991,a4f3dfa5,1,Ask,150.5,1343
2025-01-01 09:30:01.001,21bcf43e,1,Ask,150.42,45
2025-01-01 09:30:01.011,2dd77f50,3,Ask,150.05,75
2025-01-01 09:30:01.024,6b344b6a,1,Ask,150.51,22
2025-01-01 09:30:01.036,d2884c5f,2,Ask,150.25,154
2025-01-01 09:30:01.055,6b2c9b4f,1,Ask,150.38,91
2025-01-01 09:30:01.066,55b15233,1,Ask,150.38,37
2025-01-01 09:30:01.078,1d46cdd6,1,Ask,150.38,129
2025-01-01 09:30:01.092,0d59c331,3,Ask,150.05,189
2025-01-01 09:30:01.102,0d967d7d,1,Ask,150.41,83
2025-01-01 09:30:01.112,116ec354,3,Ask,150.05,146
2025-01-01 09:30:01.136,36df897b,1,Ask,150.41,28
2025-01-01 09:30:01.146,581e3002,2,Ask,150.2,41
2025-01-01 09:30:01.158,aab97424,2,Bid,150.0,120
2025-01-01 09:30:01.168,6ada81cd,1,Ask,150.42,23
2025-01-01 09:30:01.183,4ac3cf9e,2,Ask,150.07,34
2025-01-01 09:30:01.197,a6ec351d,1,Ask,150.41,500
2025-01-01 09:30:01.214,2a5600e0,1,Ask,150.44,59
2025-01-01 09:30:01.226,4c5c4cfc,1,Ask,150.48,52
2025-01-01 09:30:01.236,bfc13fc3,3,Ask,150.05,41
2025-01-01 09:30:01.248,d21698b6,3,Ask,150.06,79
2025-01-01 09:30:01.263,ff1e519c,3,Ask,150.07,66
2025-01-01 09:30:01.275,29d1eeab,1,Ask,150.45,73
2025-01-01 09:30:01.290,c5be9888,1,Ask,150.43,201
2025-01-01 09:30:01.301,3fa5adff,2,Ask,150.07,17
2025-01-01 09:30:01.314,064d7264,3,Ask,150.07,33
2025-01-01 09:30:01.325,43895bf6,3,Ask,150.07,18
2025-01-01 09:30:01.340,b6a780c0,1,Ask,150.43,59
2025-01-01 09:30:01.355,e002d658,3,Ask,150.07,141
2025-01-01 09:30:01.366,f510d3df,3,Ask,150.07,2
2025-01-01 09:30:01.401,c375596d,1,Ask,150.44,447
2025-01-01 09:30:01.418,8ce725a7,2,Bid,149.98,45
2025-01-01 09:30:01.428,b138fe3e,3,Ask,150.15,78
2025-01-01 09:30:01.438,b758053b,3,Ask,150.15,28
2025-01-01 09:30:01.453,cdeda66a,3,Ask,150.25,20
2025-01-01 09:30:01.466,bb71ffdc,3,Ask,150.25,22
2025-01-01 09:30:01.477,0c05eaae,1,Ask,150.4,106
