Date,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29,Asset_30,Asset_31,Asset_32,Asset_33,Asset_34,Asset_35,Asset_36,Asset_37,Asset_38,Asset_39,Asset_40,Asset_41,Asset_42,Asset_43,Asset_44,Asset_45,Asset_46,Asset_47,Asset_48,Asset_49,Asset_50
2020-01-01,100.9249301339315,100.75191392019764,99.92905847625961,100.60270485215123,99.69264441185662,100.04672446397018,100.85779174772797,99.82361492109905,100.1996744881293,101.43528813037432,101.44429658423743,100.80226487268892,101.0403057454651,101.42727308485158,101.89457734069893,100.53607539423923,100.953568484898,101.2035506101798,101.5843226366785,100.9081187646264,100.92655571589304,100.1146438514501,99.78837999790599,101.0230894082187,101.71720084357875,98.99145431068085,100.9651388670125,100.1540066472496,100.57872288708718,100.63480046334202,100.09761260931359,101.63869582441922,100.049848704774,100.21143217827093,100.35479608481694,101.51241821015766,100.41424740198237,100.19354089038337,99.10549071967193,100.0757229298918,99.89436662220399,99.74168784180779,99.73220764995989,97.8527011746148,99.5660575406533,98.59382024170174,98.80530272108635,99.17718852316165,99.40833646412138,99.1817080315271
2020-01-02,101.22562733552157,101.05222392897846,100.11796410952405,99.88441051134414,100.07354655347838,101.06707893372966,100.901479432669,99.30201645097549,100.17686046523879,101.72635010906117,102.2928081748627,99.67972044338093,100.4348836699551,100.87220850155754,101.64310085110048,99.79002529708868,100.3461289336957,101.42321223348645,100.8069219146458,100.73577510241827,102.5238208957247,101.33881516376613,102.18120054666151,102.07007697465261,103.55181866318877,100.19681704398782,102.62395912868844,101.44089437286294,102.07640792704285,100.96798405951233,99.68765309485248,101.8616130919498,100.68247627665856,100.50440646962147,101.35798188763249,101.456182230103,100.14179014080204,100.62483530763878,99.81348150600867,99.98108396089002,99.83080381253684,99.59118873353725,99.91688043854543,97.78160687551474,99.73801509443064,98.36785440862236,99.32850958750834,99.76823661286235,99.7208334309414,98.84530359621472
2020-01-03,101.05700205731043,101.5292316133378,101.00960954127771,100.36153182950984,99.72613972581031,101.4212642216337,101.08472147772783,100.62280159198139,101.89833382355711,102.05181819869968,102.13297883851934,99.81134252689084,98.73954366689671,101.23692812240061,101.07790858816699,99.68434547701864,98.94868160035975,100.55933889020923,100.52944464279179,100.60349327224631,102.08877791443696,100.99204019970142,102.3433248191355,102.46916194927287,104.2781078034302,100.22277583627563,102.95868522991117,101.378926108314,101.82339661705804,101.17039816006364,97.77044066847228,101.29296141148103,100.3582362691201,100.44564164721237,100.87637470185793,101.58607796739419,98.98990863470554,100.4753430844741,99.88122050518061,99.46475942514925,99.3104961790967,98.89599889531044,99.02092944885284,96.92273579047148,100.61604076613347,98.59933903342228,99.54789540470446,99.12301953120523,99.89998830055332,99.21260262563949
2020-01-04,99.68887576000903,101.41481713894179,101.34314125511834,99.36166967774459,99.28702356437414,100.86494701424147,100.725245668969,99.94097080127405,101.84764878322297,101.3957703019179,102.89419786941549,100.01456761411929,98.84211223305293,101.65236489922916,101.06358447413082,100.27393492427157,98.62594706689059,102.24715489926879,101.81313676465462,101.73627053693448,101.45567192452545,99.39865424828925,101.3233752517974,101.8478841235349,102.73980722545812,99.5071246300506,102.58024420591181,101.13972150095911,101.75488773537764,100.63473480699963,96.35760657401894,99.86920513706416,99.87498566663135,98.5188001466967,99.51675368172201,100.68013606769739,97.03243636483184,98.67216764693062,99.89269468598101,97.79744187553972,98.31284058814434,97.17399205280466,98.89267174441298,95.38359609163544,99.29816868585203,97.56189854178861,98.78772517806959,97.69201277827516,98.87027484360142,97.77892526516295
2020-01-05,97.87488761581518,98.64559579849518,99.4494847821563,97.8147801819228,96.31486764964409,98.6007687935623,99.51035404876033,98.6797444470423,98.89569164425588,99.45450780913617,101.6993404657181,100.22392076798394,98.9154390143545,100.43975627137097,101.53022612383202,99.68346428448388,97.59419931434965,101.97501467309664,101.90303332807511,101.15255983529269,102.68840396424692,97.62994125270944,101.2622212311308,102.019549233175,101.22563487311409,98.63419428859588,101.97898769915659,99.41850630928633,99.5079496048683,100.6539414145396,95.28140683662824,99.87524708149562,98.55435468366811,98.7852080205329,98.84353498806672,101.40389295002801,96.21498673709151,97.47191137779488,99.48655195256362,97.55561671821076,97.36726925642934,96.71918901635425,97.28206856142657,94.56017891566785,99.10755339041431,95.69837223229452,97.4251668579201,96.6961279441281,98.05051267147887,97.16140189347283
2020-01-06,97.82007814017602,98.8408950315898,98.473041738436,96.94451047649105,95.95963490695175,97.55249893228944,99.4310814746065,97.93371284511099,98.41028270683782,99.25635775028964,103.51657887849208,100.69567094020971,99.70816566012365,101.12452703302583,102.29994460738196,99.93251273133012,97.81311899774205,101.89735275226732,101.75117439868309,101.69309557482752,102.74542427010311,97.07903002826251,102.0458323691829,101.75279661333825,100.8369233701654,98.06751197085507,102.23179671246103,99.44497944824647,99.96724035006895,100.23263201636952,95.83491829330872,101.39345597766558,99.92812877689352,100.36382739789747,99.09276498945944,103.91049692735068,98.34016674184605,98.4052613473809,100.4877758547155,98.7526944527295,97.69591141354464,96.84228247278764,97.54064522572162,94.62368267792091,99.77005472654179,96.63528536512506,97.90765500829981,96.66871489550462,98.3378807863767,98.37868022527894
2020-01-07,98.05531264213347,99.80288477306665,98.74490616320814,96.67749988685885,96.67548875472633,98.5000065952477,100.92226220289744,99.26861648151267,100.44916592449687,100.79205164059672,103.41279706596038,100.32447337250048,99.17133130184668,100.37439727496576,102.90250253949331,99.02590627441631,97.01696032733996,101.84331956979997,101.88236938505872,100.0910911336511,103.68548423215516,97.33089557952208,103.21311911135997,102.30992608260708,102.25853261752049,98.51705649259023,103.82445838053953,100.94503557884131,101.0198490180103,100.18005370584521,94.15055006597758,100.01513278922725,98.80487001939186,98.80620853619416,99.51173702239159,103.02671032862472,96.87485883936051,97.49743977890249,99.81691389361119,97.87086208334132,96.62579249867494,96.20548991121653,96.63226011577618,94.11350090489174,98.89217633054922,96.5622809388984,97.03483647249364,97.18012479461069,98.09153123164656,99.4899221372454
2020-01-08,99.59213968021481,100.68496000760018,100.09846020711122,98.22028637077247,96.40619968101217,98.92462454340601,101.15654853952252,99.66691265790014,101.17339199455076,100.61180730656059,104.94146491950703,102.07537342525663,100.20984397754064,100.88530354408176,104.62988868328911,100.26583240918059,98.03130864102354,102.19745802515565,102.98456870337415,101.42316331031338,102.78469209538711,96.65298552377286,101.5464080194287,101.01037411628917,100.74604781331269,97.55568738822946,102.3621612347385,99.828880916178,99.41334762061612,99.4211925432355,94.48918409394331,98.71554056068157,96.61066499352606,97.60888793125832,98.61771984256961,101.52901996102321,95.78726137045724,96.93875045560782,98.58247271423343,96.58774161779841,98.00723132585985,96.72588657185267,96.05813511310184,94.43079068925309,98.99800119183448,97.78132857529097,96.8935532548812,98.01421095428292,99.86993457503908,99.83941757672483
2020-01-09,100.70073552700232,101.89622769583838,101.54004178099572,98.94868664602771,97.19154719252744,98.68921237839399,102.34894518741979,100.76037029445237,100.71492926979144,101.45819118805521,105.5155709129169,101.40761275224422,100.68554583992699,101.84759722393943,106.00830379209647,100.71261957306344,98.55913197227778,102.79731318877529,104.36991050258753,103.4933461751506,102.4955056047664,95.84720488187341,100.55845923355655,100.96077228182705,101.72636064630534,97.35291749388449,102.6739581536882,99.59685368958667,99.38805942709656,99.47306704204331,93.45989150747268,97.0607855676821,95.9224734079029,96.40482728894415,98.25022453470814,99.68092491202923,93.89517791458776,95.81942133996323,97.73494685243136,95.85679917874094,98.50751656194923,97.38411713288,95.50951217193636,93.59023954911211,98.60128655745099,97.51502696860439,97.21796758111417,97.10759454582019,99.15557303668734,99.42946779083923
2020-01-10,101.30384002965268,102.4997176768687,101.71560117340697,100.59303826271363,98.51289016790321,100.29848972119275,103.271048140084,102.36629193679589,100.91901447981593,102.9361148504428,106.13093599206603,102.16847029005187,101.72258069145137,103.78194668679564,105.4751820036724,101.59908846411057,100.37171803876241,103.94116787560486,105.95488199242797,103.82778460025189,103.20944707112274,97.6218914201008,101.03678723147449,102.84029822417942,102.60347282266392,98.83982634067598,103.69976327626216,100.27882614938667,100.29487333516379,100.51087391675138,95.11453145715471,98.23641463262635,97.09346972177254,98.42056776820013,98.99296369023935,101.0754707170504,95.82425957517076,96.98187311653328,98.57145440166786,97.71548933198552,97.71371684340646,96.44991468146294,94.25560788429968,91.99818538473167,97.6263643696877,95.77456929565916,95.68257571226464,95.8240653930503,97.7410231220167,97.8280285814558
